Localidad,Estudiantes,Latitud,Longitud
Fontibón,364,4.683132,-74.146295
Usaquén,476,4.683132,-74.118
Suba,142,4.678601,-74.146295
Engativá,345,4.678601,-74.057005
Fontibón,247,4.748477,-74.030012
Chapinero,242,4.683132,-74.030012
Fontibón,373,4.683132,-74.146295
Chapinero,424,4.683132,-74.103209
Chapinero,327,4.748477,-74.146295
Suba,247,4.648283,-74.146295
Engativá,139,4.683132,-74.057005
Engativá,214,4.678601,-74.118
Suba,438,4.748477,-74.030012
Chapinero,309,4.748477,-74.030012
Engativá,420,4.693419,-74.030012
Usaquén,275,4.678601,-74.118
Suba,349,4.693419,-74.030012
Usaquén,108,4.683132,-74.118
Suba,294,4.748477,-74.030012
Engativá,414,4.678601,-74.057005
Fontibón,148,4.748477,-74.057005
Fontibón,450,4.648283,-74.103209
Engativá,112,4.683132,-74.057005
Usaquén,100,4.693419,-74.146295
Engativá,396,4.693419,-74.146295
Engativá,467,4.693419,-74.146295
Fontibón,367,4.693419,-74.057005
Suba,449,4.693419,-74.057005
Chapinero,494,4.748477,-74.103209
Chapinero,467,4.683132,-74.030012
Usaquén,68,4.678601,-74.146295
Suba,159,4.748477,-74.057005
Fontibón,269,4.683132,-74.146295
Fontibón,405,4.683132,-74.030012
Engativá,125,4.648283,-74.118
Chapinero,411,4.678601,-74.030012
Suba,278,4.648283,-74.103209
Usaquén,149,4.678601,-74.057005
Chapinero,358,4.683132,-74.057005
Suba,99,4.678601,-74.103209
Engativá,102,4.748477,-74.030012
Suba,165,4.683132,-74.103209
Engativá,59,4.678601,-74.057005
Usaquén,89,4.648283,-74.146295
Suba,170,4.693419,-74.146295
Usaquén,474,4.678601,-74.118
Engativá,364,4.693419,-74.146295
Suba,204,4.678601,-74.057005
Fontibón,461,4.648283,-74.030012
Suba,310,4.678601,-74.057005
Fontibón,153,4.648283,-74.103209
Fontibón,223,4.683132,-74.146295
Chapinero,118,4.748477,-74.057005
Usaquén,69,4.648283,-74.118
Usaquén,498,4.648283,-74.118
Engativá,157,4.748477,-74.057005
Engativá,298,4.748477,-74.057005
Suba,181,4.678601,-74.118
Fontibón,169,4.683132,-74.057005
Chapinero,383,4.678601,-74.146295
Suba,208,4.693419,-74.030012
Chapinero,192,4.693419,-74.030012
Chapinero,127,4.678601,-74.057005
Engativá,433,4.648283,-74.103209
Fontibón,490,4.683132,-74.057005
Chapinero,437,4.693419,-74.057005
Fontibón,417,4.693419,-74.057005
Fontibón,457,4.748477,-74.146295
Chapinero,390,4.693419,-74.030012
Suba,448,4.748477,-74.118
Engativá,129,4.683132,-74.118
Usaquén,114,4.693419,-74.030012
Chapinero,492,4.678601,-74.146295
Fontibón,407,4.683132,-74.030012
Chapinero,242,4.748477,-74.146295
Chapinero,460,4.678601,-74.118
Usaquén,78,4.748477,-74.030012
Chapinero,330,4.648283,-74.057005
Chapinero,278,4.683132,-74.146295
Chapinero,346,4.683132,-74.103209
Usaquén,121,4.683132,-74.146295
Usaquén,480,4.648283,-74.057005
Chapinero,97,4.693419,-74.146295
Chapinero,350,4.683132,-74.103209
Usaquén,272,4.748477,-74.057005
Engativá,196,4.748477,-74.057005
Usaquén,499,4.693419,-74.030012
Chapinero,95,4.678601,-74.030012
Chapinero,448,4.683132,-74.030012
Usaquén,125,4.693419,-74.146295
Fontibón,480,4.748477,-74.146295
Usaquén,460,4.678601,-74.030012
Fontibón,174,4.748477,-74.146295
Fontibón,255,4.693419,-74.103209
Chapinero,52,4.693419,-74.118
Suba,119,4.693419,-74.030012
Usaquén,337,4.748477,-74.030012
Usaquén,426,4.693419,-74.103209
Fontibón,88,4.683132,-74.146295
Suba,345,4.648283,-74.146295
Chapinero,85,4.693419,-74.146295
Engativá,481,4.748477,-74.118
Engativá,345,4.748477,-74.103209
Suba,117,4.748477,-74.118
Fontibón,53,4.648283,-74.103209
Engativá,178,4.693419,-74.103209
Engativá,128,4.648283,-74.118
Fontibón,143,4.693419,-74.146295
Suba,79,4.678601,-74.118
Suba,231,4.683132,-74.103209
Fontibón,389,4.693419,-74.057005
Usaquén,72,4.678601,-74.118
Engativá,375,4.648283,-74.103209
Fontibón,302,4.683132,-74.118
Chapinero,227,4.678601,-74.118
Engativá,401,4.693419,-74.103209
Engativá,322,4.693419,-74.030012
Chapinero,268,4.693419,-74.146295
Suba,363,4.683132,-74.146295
Usaquén,73,4.648283,-74.103209
Usaquén,458,4.748477,-74.057005
Usaquén,162,4.748477,-74.103209
Usaquén,309,4.748477,-74.103209
Chapinero,348,4.748477,-74.057005
Chapinero,197,4.678601,-74.146295
Engativá,320,4.678601,-74.030012
Fontibón,166,4.648283,-74.030012
Fontibón,370,4.678601,-74.146295
Fontibón,298,4.648283,-74.103209
Usaquén,325,4.678601,-74.057005
Engativá,256,4.693419,-74.103209
Engativá,358,4.748477,-74.030012
Chapinero,298,4.748477,-74.030012
Usaquén,339,4.648283,-74.030012
Engativá,140,4.683132,-74.146295
Fontibón,232,4.693419,-74.057005
Engativá,372,4.748477,-74.057005
Usaquén,86,4.683132,-74.103209
Suba,283,4.648283,-74.118
Suba,376,4.648283,-74.146295
Fontibón,168,4.683132,-74.057005
Fontibón,421,4.748477,-74.103209
Suba,316,4.693419,-74.118
Fontibón,422,4.683132,-74.118
Usaquén,440,4.648283,-74.118
Usaquén,411,4.648283,-74.118
Fontibón,184,4.683132,-74.146295
Usaquén,472,4.683132,-74.146295
Chapinero,436,4.693419,-74.103209
Chapinero,181,4.648283,-74.103209
Chapinero,497,4.648283,-74.057005
Engativá,205,4.648283,-74.118
Fontibón,322,4.648283,-74.146295
Engativá,226,4.693419,-74.057005
Suba,108,4.678601,-74.146295
Suba,253,4.693419,-74.118
Engativá,61,4.748477,-74.118
Fontibón,153,4.678601,-74.103209
Engativá,231,4.693419,-74.103209
Chapinero,165,4.678601,-74.057005
Usaquén,440,4.648283,-74.146295
Chapinero,215,4.748477,-74.103209
Fontibón,476,4.648283,-74.118
Fontibón,274,4.683132,-74.030012
Engativá,147,4.748477,-74.057005
Usaquén,63,4.648283,-74.057005
Chapinero,293,4.748477,-74.146295
Fontibón,451,4.683132,-74.057005
Fontibón,204,4.683132,-74.057005
Usaquén,371,4.648283,-74.146295
Suba,496,4.693419,-74.118
Engativá,149,4.648283,-74.118
Fontibón,125,4.683132,-74.118
Usaquén,480,4.693419,-74.057005
Fontibón,331,4.678601,-74.146295
Usaquén,108,4.648283,-74.030012
Suba,165,4.683132,-74.030012
Engativá,344,4.648283,-74.103209
Fontibón,106,4.748477,-74.146295
Suba,107,4.748477,-74.057005
Suba,199,4.648283,-74.146295
Chapinero,451,4.648283,-74.118
Chapinero,352,4.678601,-74.118
Chapinero,355,4.693419,-74.146295
Chapinero,484,4.678601,-74.146295
Fontibón,379,4.693419,-74.103209
Chapinero,178,4.683132,-74.103209
Engativá,178,4.693419,-74.030012
Chapinero,446,4.748477,-74.103209
Chapinero,209,4.683132,-74.030012
Chapinero,139,4.693419,-74.030012
Usaquén,306,4.748477,-74.103209
Engativá,490,4.683132,-74.118
Engativá,291,4.678601,-74.057005
Chapinero,229,4.683132,-74.103209
Fontibón,166,4.678601,-74.057005
Chapinero,62,4.678601,-74.030012
Suba,492,4.693419,-74.057005
Engativá,410,4.748477,-74.057005
Usaquén,352,4.748477,-74.118
Chapinero,91,4.748477,-74.030012
Fontibón,147,4.683132,-74.103209
Chapinero,482,4.693419,-74.057005
Chapinero,196,4.748477,-74.146295
Chapinero,392,4.693419,-74.057005
Engativá,423,4.683132,-74.057005
Fontibón,222,4.693419,-74.057005
Fontibón,472,4.748477,-74.118
Chapinero,312,4.748477,-74.103209
Fontibón,381,4.678601,-74.030012
Chapinero,367,4.648283,-74.146295
Chapinero,265,4.748477,-74.103209
Engativá,169,4.748477,-74.057005
Usaquén,479,4.748477,-74.146295
Chapinero,340,4.748477,-74.057005
Chapinero,89,4.678601,-74.103209
Chapinero,342,4.648283,-74.118
Engativá,129,4.693419,-74.030012
Engativá,132,4.693419,-74.146295
Chapinero,351,4.648283,-74.030012
Fontibón,339,4.683132,-74.118
Usaquén,89,4.748477,-74.118
Fontibón,204,4.678601,-74.057005
Usaquén,244,4.648283,-74.146295
Chapinero,87,4.693419,-74.057005
Fontibón,437,4.748477,-74.057005
Fontibón,64,4.678601,-74.057005
Engativá,389,4.678601,-74.030012
Usaquén,187,4.748477,-74.146295
Chapinero,136,4.748477,-74.103209
Usaquén,263,4.683132,-74.103209
Suba,105,4.678601,-74.057005
Usaquén,484,4.683132,-74.057005
Usaquén,419,4.678601,-74.146295
Fontibón,430,4.693419,-74.118
Usaquén,390,4.678601,-74.030012
Usaquén,55,4.683132,-74.118
Usaquén,345,4.693419,-74.057005
Suba,57,4.648283,-74.118
Chapinero,168,4.683132,-74.103209
Engativá,383,4.693419,-74.030012
Suba,308,4.683132,-74.103209
Engativá,52,4.693419,-74.030012
Fontibón,495,4.678601,-74.118
Chapinero,224,4.748477,-74.118
Suba,96,4.648283,-74.057005
Fontibón,461,4.748477,-74.030012
Fontibón,367,4.748477,-74.118
Usaquén,278,4.678601,-74.057005
Suba,177,4.683132,-74.146295
Chapinero,412,4.683132,-74.030012
Usaquén,327,4.693419,-74.146295
Chapinero,52,4.748477,-74.030012
Usaquén,209,4.678601,-74.103209
Suba,293,4.678601,-74.103209
Chapinero,88,4.693419,-74.146295
Fontibón,484,4.748477,-74.146295
Usaquén,238,4.678601,-74.118
Fontibón,172,4.648283,-74.103209
Chapinero,408,4.648283,-74.057005
Chapinero,270,4.683132,-74.030012
Chapinero,201,4.683132,-74.057005
Suba,112,4.693419,-74.103209
Suba,56,4.693419,-74.030012
Suba,464,4.648283,-74.103209
Usaquén,496,4.748477,-74.118
Suba,174,4.678601,-74.030012
Suba,466,4.748477,-74.146295
Suba,401,4.748477,-74.103209
Chapinero,405,4.683132,-74.146295
Suba,441,4.748477,-74.118
Usaquén,205,4.748477,-74.030012
Fontibón,391,4.748477,-74.146295
Engativá,55,4.678601,-74.057005
Fontibón,73,4.648283,-74.146295
Chapinero,263,4.748477,-74.146295
Usaquén,314,4.748477,-74.057005
Fontibón,472,4.693419,-74.146295
Engativá,212,4.648283,-74.057005
Chapinero,61,4.693419,-74.057005
Suba,146,4.748477,-74.103209
Fontibón,239,4.748477,-74.118
Chapinero,88,4.678601,-74.030012
Engativá,394,4.678601,-74.118
Fontibón,264,4.648283,-74.103209
Fontibón,466,4.748477,-74.057005
Engativá,207,4.683132,-74.146295
Chapinero,154,4.648283,-74.118
Fontibón,175,4.648283,-74.057005
Fontibón,103,4.683132,-74.118
Suba,452,4.748477,-74.057005
Chapinero,148,4.678601,-74.030012
Usaquén,345,4.748477,-74.030012
Usaquén,396,4.693419,-74.103209
Usaquén,107,4.683132,-74.103209
Chapinero,221,4.648283,-74.030012
Fontibón,491,4.648283,-74.118
Engativá,331,4.693419,-74.118
Usaquén,209,4.693419,-74.146295
Fontibón,319,4.693419,-74.103209
Engativá,417,4.678601,-74.030012
Engativá,178,4.748477,-74.118
Fontibón,101,4.693419,-74.118
Engativá,441,4.683132,-74.146295
Chapinero,460,4.648283,-74.030012
Suba,89,4.693419,-74.057005
Chapinero,175,4.693419,-74.118
Chapinero,419,4.748477,-74.103209
Engativá,179,4.678601,-74.103209
Engativá,238,4.678601,-74.146295
Chapinero,162,4.678601,-74.030012
Fontibón,315,4.648283,-74.103209
Fontibón,464,4.678601,-74.146295
Fontibón,316,4.683132,-74.030012
Suba,210,4.678601,-74.146295
Fontibón,177,4.748477,-74.057005
Chapinero,89,4.748477,-74.118
Engativá,422,4.748477,-74.057005
Chapinero,141,4.693419,-74.103209
Engativá,57,4.678601,-74.103209
Usaquén,404,4.678601,-74.030012
Usaquén,182,4.683132,-74.030012
Usaquén,417,4.683132,-74.030012
Suba,299,4.693419,-74.118
Usaquén,347,4.648283,-74.030012
Usaquén,97,4.683132,-74.103209
Chapinero,362,4.748477,-74.146295
Suba,129,4.693419,-74.118
Engativá,227,4.648283,-74.118
Chapinero,317,4.648283,-74.103209
Fontibón,283,4.693419,-74.057005
Usaquén,243,4.678601,-74.103209
Usaquén,89,4.748477,-74.030012
Suba,166,4.748477,-74.030012
Fontibón,337,4.678601,-74.146295
Suba,355,4.683132,-74.057005
Fontibón,429,4.678601,-74.146295
Fontibón,108,4.678601,-74.057005
Chapinero,233,4.678601,-74.118
Usaquén,61,4.678601,-74.146295
Chapinero,446,4.678601,-74.118
Usaquén,389,4.683132,-74.118
Suba,460,4.748477,-74.030012
Suba,203,4.683132,-74.146295
Chapinero,328,4.683132,-74.118
Suba,438,4.648283,-74.118
Suba,394,4.748477,-74.146295
Usaquén,469,4.683132,-74.030012
Fontibón,266,4.748477,-74.103209
Chapinero,299,4.748477,-74.118
Usaquén,68,4.683132,-74.030012
Usaquén,284,4.678601,-74.103209
Fontibón,430,4.678601,-74.146295
Engativá,52,4.693419,-74.146295
Chapinero,183,4.678601,-74.057005
Usaquén,336,4.678601,-74.146295
Fontibón,76,4.693419,-74.118
Engativá,268,4.678601,-74.146295
Engativá,69,4.683132,-74.103209
Fontibón,494,4.693419,-74.030012
Engativá,311,4.693419,-74.146295
Suba,411,4.678601,-74.030012
Suba,119,4.693419,-74.103209
Fontibón,448,4.683132,-74.118
Chapinero,450,4.683132,-74.146295
Fontibón,341,4.648283,-74.146295
Engativá,366,4.678601,-74.118
Fontibón,468,4.693419,-74.103209
Engativá,317,4.648283,-74.103209
Suba,355,4.748477,-74.146295
Fontibón,298,4.648283,-74.030012
Fontibón,407,4.648283,-74.030012
Fontibón,78,4.648283,-74.103209
Chapinero,107,4.748477,-74.146295
Suba,169,4.648283,-74.057005
Fontibón,91,4.648283,-74.057005
Fontibón,429,4.748477,-74.030012
Chapinero,125,4.648283,-74.057005
Engativá,69,4.678601,-74.030012
Suba,179,4.683132,-74.118
Chapinero,294,4.693419,-74.030012
Suba,131,4.748477,-74.057005
Suba,183,4.683132,-74.146295
Fontibón,386,4.693419,-74.146295
Fontibón,327,4.683132,-74.057005
Engativá,464,4.748477,-74.146295
Chapinero,233,4.693419,-74.118
Usaquén,176,4.683132,-74.057005
Engativá,228,4.678601,-74.146295
Usaquén,126,4.693419,-74.030012
Chapinero,52,4.693419,-74.103209
Usaquén,258,4.693419,-74.146295
Fontibón,488,4.693419,-74.030012
Fontibón,485,4.678601,-74.030012
Suba,468,4.678601,-74.118
Usaquén,139,4.678601,-74.118
Chapinero,368,4.748477,-74.103209
Engativá,110,4.693419,-74.057005
Chapinero,185,4.678601,-74.057005
Chapinero,130,4.748477,-74.030012
Engativá,252,4.683132,-74.103209
Engativá,154,4.748477,-74.057005
Suba,182,4.648283,-74.103209
Fontibón,217,4.693419,-74.057005
Fontibón,202,4.678601,-74.057005
Usaquén,81,4.748477,-74.118
Fontibón,333,4.683132,-74.118
Suba,386,4.683132,-74.146295
Engativá,369,4.693419,-74.030012
Suba,204,4.678601,-74.118
Fontibón,81,4.678601,-74.057005
Engativá,163,4.693419,-74.057005
Suba,454,4.678601,-74.057005
Engativá,196,4.748477,-74.118
Chapinero,387,4.693419,-74.103209
Fontibón,269,4.683132,-74.057005
Usaquén,390,4.648283,-74.146295
Fontibón,88,4.683132,-74.146295
Fontibón,485,4.648283,-74.118
Chapinero,245,4.693419,-74.146295
Chapinero,429,4.678601,-74.057005
Fontibón,148,4.693419,-74.146295
Engativá,134,4.648283,-74.030012
Fontibón,72,4.693419,-74.030012
Suba,420,4.693419,-74.146295
Fontibón,92,4.678601,-74.030012
Usaquén,149,4.748477,-74.118
Usaquén,217,4.683132,-74.146295
Engativá,213,4.648283,-74.118
Chapinero,324,4.748477,-74.118
Usaquén,138,4.693419,-74.030012
Engativá,102,4.693419,-74.146295
Suba,361,4.648283,-74.030012
Suba,445,4.683132,-74.030012
Usaquén,404,4.678601,-74.057005
Fontibón,189,4.693419,-74.146295
Fontibón,162,4.748477,-74.146295
Chapinero,139,4.678601,-74.146295
Chapinero,136,4.678601,-74.030012
Fontibón,415,4.748477,-74.146295
Usaquén,461,4.693419,-74.118
Chapinero,395,4.748477,-74.030012
Suba,174,4.648283,-74.103209
Suba,136,4.693419,-74.118
Suba,55,4.748477,-74.057005
Engativá,383,4.693419,-74.057005
Engativá,286,4.678601,-74.057005
Usaquén,230,4.683132,-74.146295
Suba,268,4.678601,-74.103209
Usaquén,430,4.678601,-74.118
Usaquén,362,4.693419,-74.146295
Engativá,482,4.683132,-74.057005
Fontibón,380,4.648283,-74.103209
Usaquén,438,4.678601,-74.030012
Suba,62,4.678601,-74.103209
Fontibón,251,4.683132,-74.103209
Fontibón,236,4.678601,-74.118
Usaquén,465,4.648283,-74.146295
Fontibón,345,4.678601,-74.146295
Usaquén,66,4.683132,-74.030012
Engativá,153,4.748477,-74.057005
Suba,475,4.648283,-74.146295
Engativá,144,4.693419,-74.103209
Suba,453,4.648283,-74.057005
Chapinero,108,4.678601,-74.057005
Suba,258,4.678601,-74.146295
Engativá,123,4.683132,-74.146295
Engativá,261,4.648283,-74.057005
Suba,451,4.748477,-74.103209
Chapinero,169,4.748477,-74.103209
Usaquén,376,4.683132,-74.103209
Usaquén,499,4.648283,-74.118
Fontibón,169,4.748477,-74.057005
Fontibón,479,4.683132,-74.146295
Suba,144,4.693419,-74.103209
Engativá,362,4.648283,-74.030012
Usaquén,450,4.678601,-74.103209
Usaquén,396,4.648283,-74.146295
Fontibón,264,4.693419,-74.057005
Suba,163,4.683132,-74.057005
Engativá,293,4.678601,-74.103209
Usaquén,470,4.678601,-74.030012
Suba,429,4.683132,-74.030012
Fontibón,468,4.648283,-74.146295
Fontibón,75,4.693419,-74.103209
Fontibón,438,4.748477,-74.030012
Fontibón,444,4.683132,-74.030012
Chapinero,332,4.748477,-74.146295
Engativá,447,4.678601,-74.030012
Chapinero,376,4.748477,-74.103209
Chapinero,254,4.748477,-74.118
Fontibón,211,4.748477,-74.057005
Usaquén,68,4.693419,-74.030012
Suba,57,4.683132,-74.146295
Chapinero,437,4.748477,-74.103209
Suba,199,4.683132,-74.146295
Suba,296,4.678601,-74.057005
Usaquén,337,4.678601,-74.030012
Usaquén,169,4.683132,-74.030012
Chapinero,371,4.648283,-74.146295
Chapinero,313,4.693419,-74.146295
Suba,321,4.678601,-74.057005
Usaquén,433,4.678601,-74.057005
Chapinero,59,4.748477,-74.057005
Chapinero,128,4.683132,-74.103209
Usaquén,493,4.648283,-74.103209
Usaquén,265,4.748477,-74.103209
Chapinero,131,4.683132,-74.103209
Usaquén,272,4.648283,-74.118
Chapinero,358,4.683132,-74.030012
Usaquén,277,4.648283,-74.030012
Fontibón,242,4.748477,-74.103209
Usaquén,239,4.678601,-74.103209
Engativá,212,4.683132,-74.103209
Engativá,267,4.648283,-74.103209
Fontibón,419,4.748477,-74.118
Chapinero,114,4.683132,-74.146295
Engativá,459,4.748477,-74.057005
Suba,205,4.748477,-74.103209
Fontibón,374,4.693419,-74.118
Chapinero,329,4.748477,-74.103209
Fontibón,151,4.693419,-74.103209
Suba,248,4.748477,-74.146295
Usaquén,392,4.693419,-74.057005
Fontibón,69,4.748477,-74.146295
Fontibón,406,4.648283,-74.030012
Usaquén,192,4.683132,-74.057005
Fontibón,345,4.678601,-74.057005
Suba,153,4.748477,-74.103209
Engativá,88,4.748477,-74.103209
Engativá,357,4.648283,-74.118
Suba,437,4.683132,-74.118
Usaquén,473,4.748477,-74.103209
Suba,267,4.678601,-74.103209
Suba,76,4.693419,-74.118
Engativá,304,4.693419,-74.030012
Chapinero,256,4.693419,-74.103209
Suba,126,4.678601,-74.103209
Suba,100,4.648283,-74.103209
Fontibón,400,4.748477,-74.057005
Fontibón,362,4.693419,-74.103209
Suba,120,4.648283,-74.057005
Chapinero,112,4.648283,-74.118
Usaquén,234,4.678601,-74.118
Fontibón,159,4.648283,-74.146295
Chapinero,162,4.683132,-74.146295
Chapinero,467,4.678601,-74.118
Chapinero,434,4.678601,-74.103209
Usaquén,438,4.748477,-74.146295
Suba,377,4.748477,-74.103209
Suba,65,4.683132,-74.146295
Suba,457,4.748477,-74.103209
Suba,425,4.748477,-74.118
Chapinero,275,4.678601,-74.146295
Usaquén,183,4.683132,-74.103209
Engativá,103,4.683132,-74.118
Suba,489,4.648283,-74.146295
Fontibón,500,4.678601,-74.057005
Chapinero,150,4.693419,-74.030012
Suba,465,4.648283,-74.118
Engativá,66,4.678601,-74.118
Usaquén,275,4.693419,-74.057005
Usaquén,445,4.693419,-74.103209
Fontibón,468,4.693419,-74.146295
Suba,370,4.648283,-74.118
Fontibón,470,4.648283,-74.057005
Chapinero,88,4.748477,-74.057005
Chapinero,479,4.748477,-74.057005
Fontibón,207,4.693419,-74.103209
Chapinero,447,4.683132,-74.118
Fontibón,382,4.683132,-74.057005
Chapinero,57,4.748477,-74.146295
Suba,61,4.648283,-74.030012
Chapinero,134,4.648283,-74.118
Chapinero,498,4.693419,-74.146295
Suba,240,4.648283,-74.103209
Usaquén,255,4.648283,-74.146295
Fontibón,470,4.683132,-74.057005
Chapinero,327,4.748477,-74.146295
Fontibón,461,4.683132,-74.118
Engativá,464,4.693419,-74.030012
Usaquén,372,4.748477,-74.103209
Chapinero,406,4.748477,-74.030012
Fontibón,333,4.678601,-74.103209
Suba,92,4.648283,-74.146295
Usaquén,269,4.678601,-74.118
Usaquén,99,4.693419,-74.030012
Fontibón,451,4.693419,-74.118
Chapinero,253,4.648283,-74.057005
Chapinero,489,4.648283,-74.146295
Chapinero,273,4.648283,-74.057005
Fontibón,351,4.678601,-74.118
Engativá,302,4.748477,-74.118
Chapinero,154,4.678601,-74.103209
Fontibón,409,4.748477,-74.118
Usaquén,166,4.693419,-74.057005
Suba,65,4.683132,-74.103209
Fontibón,410,4.678601,-74.103209
Chapinero,369,4.748477,-74.030012
Suba,82,4.648283,-74.057005
Suba,377,4.683132,-74.146295
Chapinero,292,4.648283,-74.030012
Suba,298,4.693419,-74.118
Suba,474,4.683132,-74.057005
Usaquén,365,4.748477,-74.030012
Chapinero,265,4.648283,-74.057005
Fontibón,209,4.678601,-74.057005
Usaquén,432,4.648283,-74.057005
Suba,199,4.748477,-74.146295
Engativá,117,4.683132,-74.103209
Suba,122,4.648283,-74.057005
Usaquén,59,4.693419,-74.103209
Suba,423,4.683132,-74.030012
Engativá,368,4.748477,-74.057005
Fontibón,195,4.648283,-74.030012
Chapinero,429,4.648283,-74.057005
Usaquén,289,4.693419,-74.030012
Chapinero,133,4.648283,-74.057005
Suba,352,4.748477,-74.118
Fontibón,302,4.678601,-74.057005
Fontibón,135,4.693419,-74.103209
Usaquén,228,4.648283,-74.057005
Suba,120,4.683132,-74.146295
Usaquén,374,4.683132,-74.057005
Usaquén,86,4.648283,-74.030012
Fontibón,345,4.648283,-74.146295
Fontibón,426,4.693419,-74.146295
Fontibón,269,4.648283,-74.146295
Fontibón,355,4.748477,-74.057005
Fontibón,438,4.748477,-74.118
Usaquén,277,4.678601,-74.057005
Fontibón,195,4.693419,-74.146295
Usaquén,336,4.693419,-74.030012
Usaquén,119,4.748477,-74.146295
Suba,77,4.693419,-74.057005
Usaquén,278,4.683132,-74.146295
Suba,164,4.683132,-74.057005
Chapinero,354,4.648283,-74.118
Usaquén,409,4.678601,-74.057005
Engativá,438,4.678601,-74.118
Engativá,218,4.748477,-74.146295
Suba,262,4.678601,-74.146295
Suba,339,4.648283,-74.057005
Usaquén,118,4.683132,-74.146295
Engativá,212,4.748477,-74.118
Suba,79,4.678601,-74.103209
Suba,444,4.748477,-74.103209
Chapinero,288,4.678601,-74.057005
Suba,197,4.648283,-74.057005
Suba,469,4.683132,-74.030012
Chapinero,110,4.748477,-74.057005
Engativá,98,4.748477,-74.103209
Fontibón,152,4.678601,-74.118
Engativá,198,4.678601,-74.146295
Usaquén,182,4.648283,-74.030012
Chapinero,72,4.748477,-74.030012
Fontibón,413,4.648283,-74.118
Chapinero,131,4.748477,-74.103209
Suba,133,4.678601,-74.146295
Chapinero,199,4.693419,-74.146295
Usaquén,99,4.683132,-74.057005
Fontibón,321,4.683132,-74.057005
Usaquén,154,4.683132,-74.146295
Engativá,85,4.683132,-74.118
Engativá,355,4.678601,-74.030012
Engativá,151,4.683132,-74.118
Usaquén,449,4.683132,-74.118
Chapinero,371,4.648283,-74.118
Fontibón,423,4.678601,-74.103209
Chapinero,293,4.683132,-74.103209
Suba,119,4.693419,-74.057005
Usaquén,432,4.748477,-74.030012
Engativá,343,4.693419,-74.103209
Suba,186,4.748477,-74.118
Usaquén,438,4.678601,-74.118
Suba,287,4.748477,-74.057005
Chapinero,158,4.678601,-74.103209
Usaquén,339,4.678601,-74.118
Chapinero,321,4.748477,-74.146295
Suba,441,4.693419,-74.030012
Fontibón,223,4.748477,-74.057005
Fontibón,131,4.748477,-74.057005
Usaquén,489,4.683132,-74.030012
Usaquén,194,4.748477,-74.118
Usaquén,187,4.748477,-74.057005
Usaquén,82,4.678601,-74.103209
Fontibón,284,4.748477,-74.146295
Fontibón,281,4.678601,-74.030012
Suba,329,4.748477,-74.103209
Engativá,123,4.678601,-74.146295
Engativá,477,4.683132,-74.030012
Chapinero,123,4.693419,-74.030012
Suba,176,4.648283,-74.146295
Usaquén,312,4.748477,-74.057005
Fontibón,286,4.648283,-74.103209
Engativá,320,4.678601,-74.146295
Chapinero,403,4.678601,-74.057005
Chapinero,391,4.748477,-74.146295
Engativá,282,4.693419,-74.146295
Chapinero,175,4.693419,-74.146295
Usaquén,87,4.748477,-74.057005
Fontibón,247,4.648283,-74.146295
Chapinero,350,4.748477,-74.118
Usaquén,315,4.648283,-74.030012
Suba,492,4.648283,-74.146295
Usaquén,476,4.693419,-74.103209
Engativá,57,4.748477,-74.103209
Chapinero,187,4.648283,-74.118
Suba,477,4.748477,-74.030012
Fontibón,319,4.748477,-74.057005
Fontibón,487,4.693419,-74.057005
Suba,213,4.748477,-74.146295
Engativá,241,4.678601,-74.118
Fontibón,323,4.648283,-74.057005
Fontibón,229,4.648283,-74.030012
Engativá,56,4.693419,-74.030012
Engativá,209,4.678601,-74.030012
Usaquén,325,4.693419,-74.030012
Suba,141,4.693419,-74.030012
Fontibón,193,4.678601,-74.118
Usaquén,423,4.683132,-74.146295
Usaquén,450,4.678601,-74.118
Fontibón,218,4.678601,-74.118
Engativá,248,4.648283,-74.118
Usaquén,78,4.748477,-74.146295
Suba,378,4.683132,-74.057005
Chapinero,99,4.748477,-74.103209
Chapinero,52,4.648283,-74.118
Engativá,418,4.693419,-74.146295
Fontibón,245,4.683132,-74.030012
Fontibón,267,4.678601,-74.057005
Usaquén,157,4.648283,-74.118
Usaquén,326,4.648283,-74.146295
Fontibón,132,4.748477,-74.030012
Usaquén,169,4.748477,-74.146295
Usaquén,165,4.693419,-74.146295
Chapinero,205,4.693419,-74.057005
Engativá,356,4.678601,-74.146295
Chapinero,468,4.678601,-74.118
Chapinero,65,4.683132,-74.030012
Suba,296,4.648283,-74.030012
Chapinero,142,4.683132,-74.057005
Engativá,229,4.648283,-74.057005
Fontibón,226,4.748477,-74.030012
Fontibón,228,4.693419,-74.118
Usaquén,408,4.693419,-74.057005
Engativá,414,4.693419,-74.103209
Fontibón,138,4.648283,-74.030012
Fontibón,197,4.693419,-74.030012
Suba,66,4.683132,-74.146295
Fontibón,66,4.683132,-74.057005
Chapinero,218,4.678601,-74.146295
Suba,296,4.748477,-74.103209
Usaquén,196,4.683132,-74.030012
Fontibón,83,4.748477,-74.146295
Fontibón,179,4.693419,-74.103209
Fontibón,105,4.693419,-74.146295
Engativá,360,4.748477,-74.030012
Usaquén,333,4.693419,-74.030012
Suba,97,4.648283,-74.146295
Fontibón,497,4.678601,-74.057005
Usaquén,440,4.693419,-74.057005
Usaquén,373,4.748477,-74.146295
Chapinero,153,4.648283,-74.030012
